시도,시군구,주소,주택유형,매입유형,전용면적(m2),임대보증금액,안심전세포털,네이버지도
인천광역시,인천 중구,인천 중구 인현동 1-53 반석행복마을2차 8층 801호,오피스텔(주거용),경매등매입형,77.6776,"137,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023153638,https://map.naver.com/p/search/인천 중구 인현동 1-53 반석행복마을2차 8층 801호
서울특별시,서울 강서구,서울 강서구 화곡동 351-41씨티하우스 B동 3층 304호,다세대주택,경매등매입형,22.9,"138,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022352332,https://map.naver.com/p/search/서울 강서구 화곡동 351-41씨티하우스 B동 3층 304호
서울특별시,서울 은평구,서울 은평구 역촌동 52-5 다원드림빌 5층 501호,다세대주택,경매등매입형,45.51,"138,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022134773,https://map.naver.com/p/search/서울 은평구 역촌동 52-5 다원드림빌 5층 501호
인천광역시,인천 남동구,인천 남동구 간석동 283-4 해마루플러스 8층 802호,오피스텔(주거용),경매등매입형,78.49,"138,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023061200,https://map.naver.com/p/search/인천 남동구 간석동 283-4 해마루플러스 8층 802호
인천광역시,인천 부평구,인천 부평구 부평동 397-1 리코팰리스 11층 1101호,연립주택,경매등매입형,58.634,"138,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022234405,https://map.naver.com/p/search/인천 부평구 부평동 397-1 리코팰리스 11층 1101호
서울특별시,서울 강남구,서울 강남구 논현동 185-10 논현빌2 2층 206호,다세대주택,경매등매입형,20.16,"139,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023069355,https://map.naver.com/p/search/서울 강남구 논현동 185-10 논현빌2 2층 206호
서울특별시,서울 강서구,"서울 강서구 화곡동 424-100, 424-147, 424-159 비에스하우징2 6층 604호",다세대주택,경매등매입형,24.03,"139,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022247809,"https://map.naver.com/p/search/서울 강서구 화곡동 424-100, 424-147, 424-159 비에스하우징2 6층 604호"
인천광역시,인천 미추홀구,인천 미추홀구 주안동 1422-9 엠버빌2 3층 302호,오피스텔(주거용),경매등매입형,58.7494,"139,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023380700,https://map.naver.com/p/search/인천 미추홀구 주안동 1422-9 엠버빌2 3층 302호
인천광역시,인천 미추홀구,"인천 미추홀구 주안동 960-2, 960-9 럭키플레이스 4층 403호",오피스텔(주거용),경매등매입형,57.02,"139,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023036608,"https://map.naver.com/p/search/인천 미추홀구 주안동 960-2, 960-9 럭키플레이스 4층 403호"
인천광역시,인천 부평구,인천 부평구 갈산동 20-1 금모래팰리스 A동 3층 302호,다세대주택,경매등매입형,59.015,"139,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023070802,https://map.naver.com/p/search/인천 부평구 갈산동 20-1 금모래팰리스 A동 3층 302호
인천광역시,인천 부평구,인천 부평구 부평동 241-1 엠타워식스 7층 703호,오피스텔(주거용),경매등매입형,71.38,"139,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023180405,https://map.naver.com/p/search/인천 부평구 부평동 241-1 엠타워식스 7층 703호
서울특별시,서울 금천구,"서울 금천구 독산동 151-3, 151-4 SM벨리체 8층 806호",오피스텔(주거용),경매등매입형,17.66,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023141060,"https://map.naver.com/p/search/서울 금천구 독산동 151-3, 151-4 SM벨리체 8층 806호"
인천광역시,인천 남동구,"인천 남동구 간석동 276-1, 276-3 더샵퍼스트 10층 1004호",아파트,경매등매입형,56.3925,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2021208706,"https://map.naver.com/p/search/인천 남동구 간석동 276-1, 276-3 더샵퍼스트 10층 1004호"
인천광역시,인천 남동구,인천 남동구 간석동 92-1 페이브시티 3층 302호,오피스텔(주거용),경매등매입형,73.62,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023120164,https://map.naver.com/p/search/인천 남동구 간석동 92-1 페이브시티 3층 302호
인천광역시,인천 미추홀구,인천 미추홀구 주안동 1422-9 엠버빌2 5층 502호,오피스텔(주거용),경매등매입형,58.7494,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023182330,https://map.naver.com/p/search/인천 미추홀구 주안동 1422-9 엠버빌2 5층 502호
인천광역시,인천 부평구,"인천 부평구 부평동 673-8, 673-9, 673-10, 673-18, 673-19, 673-67, 673-68 디에스미소가 3층 304호",오피스텔(주거용),경매등매입형,59.87,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023257364,"https://map.naver.com/p/search/인천 부평구 부평동 673-8, 673-9, 673-10, 673-18, 673-19, 673-67, 673-68 디에스미소가 3층 304호"
인천광역시,인천 부평구,인천 부평구 부평동 119-35 마스터큐브 9층 903호,오피스텔(주거용),경매등매입형,66.19,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023194849,https://map.naver.com/p/search/인천 부평구 부평동 119-35 마스터큐브 9층 903호
경기도,경기 김포시,"경기 김포시 양촌읍 양곡리 435-3, 433-2 지클래스 1동 11층 1104호",오피스텔(주거용),경매등매입형,67.71,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023143305,"https://map.naver.com/p/search/경기 김포시 양촌읍 양곡리 435-3, 433-2 지클래스 1동 11층 1104호"
경기도,경기 부천시 오정구,"경기 부천시 오정구 여월동3-63, 3-64 제이팰리스 4층 401호",다세대주택,경매등매입형,52.32,"140,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023295034,"https://map.naver.com/p/search/경기 부천시 오정구 여월동3-63, 3-64 제이팰리스 4층 401호"
서울특별시,서울 강서구,"서울 강서구 화곡동 353-2, 353-69 우성 3층 302호",다세대주택,경매등매입형,28.24,"141,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023492431,"https://map.naver.com/p/search/서울 강서구 화곡동 353-2, 353-69 우성 3층 302호"
서울특별시,서울 강서구,서울 강서구 화곡동 772-58 2층 202호,다세대주택,경매등매입형,29.82,"141,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023076406,https://map.naver.com/p/search/서울 강서구 화곡동 772-58 2층 202호
인천광역시,인천 남동구,"인천 남동구 만수동 901-18, 901-19, 901-20 이화사랑채 2동 5층 502호",다세대주택,경매등매입형,66.9339,"141,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023303537,"https://map.naver.com/p/search/인천 남동구 만수동 901-18, 901-19, 901-20 이화사랑채 2동 5층 502호"
인천광역시,인천 미추홀구,인천 미추홀구 숭의동 182-4 다우림 201동 9층 907호,오피스텔(주거용),경매등매입형,77.8,"141,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022224853,https://map.naver.com/p/search/인천 미추홀구 숭의동 182-4 다우림 201동 9층 907호
인천광역시,인천 부평구,인천 부평구 부평동 241-1 엠타워식스 13층 1302호,오피스텔(주거용),경매등매입형,71.38,"141,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023169032,https://map.naver.com/p/search/인천 부평구 부평동 241-1 엠타워식스 13층 1302호
인천광역시,인천 연수구,"인천 연수구 옥련동 170-8, 172-22, 174-5 우솔빌 104동 5층 501호",다세대주택,경매등매입형,68.11,"141,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022282976,"https://map.naver.com/p/search/인천 연수구 옥련동 170-8, 172-22, 174-5 우솔빌 104동 5층 501호"
인천광역시,인천 남동구,인천 남동구 만수동 109-103 행복탑스빌 3층 302호,오피스텔(주거용),경매등매입형,79.674,"142,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022356192,https://map.naver.com/p/search/인천 남동구 만수동 109-103 행복탑스빌 3층 302호
인천광역시,인천 미추홀구,"인천 미추홀구 주안동 1001-2, 1001-3 뉴더웰 6층 604호",오피스텔(주거용),경매등매입형,78.18,"142,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023353707,"https://map.naver.com/p/search/인천 미추홀구 주안동 1001-2, 1001-3 뉴더웰 6층 604호"
인천광역시,인천 부평구,"인천 부평구 부평동 673-8, 673-9, 673-10, 673-18, 673-19, 673-67, 673-68 디에스미소가 10층 1006호",연립주택,경매등매입형,51.8,"142,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023261121,"https://map.naver.com/p/search/인천 부평구 부평동 673-8, 673-9, 673-10, 673-18, 673-19, 673-67, 673-68 디에스미소가 10층 1006호"
서울특별시,서울 강서구,서울 강서구 화곡동 475-19 그레이스빌 6층 602호,다세대주택,경매등매입형,19.67,"143,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023376230,https://map.naver.com/p/search/서울 강서구 화곡동 475-19 그레이스빌 6층 602호
서울특별시,서울 강서구,"서울 강서구 화곡동 1111, 1111-1 에스제이라벨라 10층 1002호",오피스텔(주거용),경매등매입형,20.57,"143,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023198064,"https://map.naver.com/p/search/서울 강서구 화곡동 1111, 1111-1 에스제이라벨라 10층 1002호"
서울특별시,서울 강서구,서울 강서구 화곡동 409-260 나애뜰 3층 301호,다세대주택,경매등매입형,39.33,"143,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022140609,https://map.naver.com/p/search/서울 강서구 화곡동 409-260 나애뜰 3층 301호
서울특별시,서울 구로구,"서울 구로구 개봉동 68-150, 68-151 세종아트빌 101동 5층 502호",다세대주택,경매등매입형,27.63,"143,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024075911,"https://map.naver.com/p/search/서울 구로구 개봉동 68-150, 68-151 세종아트빌 101동 5층 502호"
인천광역시,인천 부평구,인천 부평구 부평동 495-3 헤르메스 1동 7층 701호,아파트,경매등매입형,54.73,"143,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023249503,https://map.naver.com/p/search/인천 부평구 부평동 495-3 헤르메스 1동 7층 701호
경기도,경기 부천시 오정구,경기 부천시 오정구 고강동 313-8 태산아트빌 3층 302호,다세대주택,경매등매입형,41.455,"143,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023129859,https://map.naver.com/p/search/경기 부천시 오정구 고강동 313-8 태산아트빌 3층 302호
서울특별시,서울 강서구,서울 강서구 화곡동 102-288 아크로뷰 5층 503호,다세대주택,경매등매입형,21.62,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022199973,https://map.naver.com/p/search/서울 강서구 화곡동 102-288 아크로뷰 5층 503호
서울특별시,서울 강서구,"서울 강서구 화곡동 864-5, 864-6, 864-33 인터시티빌 2층 202호",다세대주택,경매등매입형,29.98,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022346784,"https://map.naver.com/p/search/서울 강서구 화곡동 864-5, 864-6, 864-33 인터시티빌 2층 202호"
서울특별시,서울 양천구,"서울 양천구 신월동 195-31, 195-32 우진파크빌 4층 401호",다세대주택,경매등매입형,28.21,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022065822,"https://map.naver.com/p/search/서울 양천구 신월동 195-31, 195-32 우진파크빌 4층 401호"
인천광역시,인천 남동구,"인천 남동구 만수동 901-18, 901-19, 901-20 이화사랑채 1동 4층 402호",다세대주택,경매등매입형,66.9339,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023266349,"https://map.naver.com/p/search/인천 남동구 만수동 901-18, 901-19, 901-20 이화사랑채 1동 4층 402호"
인천광역시,인천 미추홀구,"인천 미추홀구 숭의동 147-5 ,147-6,147-7,147-18,147-19,147-20 밀레니엄 5층 501호",오피스텔(주거용),경매등매입형,81.171,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022262102,"https://map.naver.com/p/search/인천 미추홀구 숭의동 147-5 ,147-6,147-7,147-18,147-19,147-20 밀레니엄 5층 501호"
인천광역시,인천 미추홀구,인천 미추홀구 숭의동 340-14 솔하임 7층 703호,오피스텔(주거용),경매등매입형,80.95,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023128269,https://map.naver.com/p/search/인천 미추홀구 숭의동 340-14 솔하임 7층 703호
인천광역시,인천 미추홀구,인천 미추홀구 주안동 285-17 연주아트빌5차 4층 401호,다세대주택,경매등매입형,69.825,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023127779,https://map.naver.com/p/search/인천 미추홀구 주안동 285-17 연주아트빌5차 4층 401호
경기도,경기 부천시 소사구,"경기 부천시 소사구 괴안동 130-80, 130-83 썬리치빌3차 3층 302호",다세대주택,경매등매입형,37.81,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023460643,"https://map.naver.com/p/search/경기 부천시 소사구 괴안동 130-80, 130-83 썬리치빌3차 3층 302호"
경기도,경기 부천시 원미구,"경기 부천시 원미구 역곡동 27-9, 27-112 동양그린빌 가동 3층 303호",다세대주택,경매등매입형,43.92,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022374999,"https://map.naver.com/p/search/경기 부천시 원미구 역곡동 27-9, 27-112 동양그린빌 가동 3층 303호"
경기도,경기 부천시 원미구,경기 부천시 원미구 원미동 118-2 행복마을 5층 502호,다세대주택,경매등매입형,48.67,"144,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023238544,https://map.naver.com/p/search/경기 부천시 원미구 원미동 118-2 행복마을 5층 502호
인천광역시,인천 남동구,"인천 남동구 간석동 285-3, 285-8 우리드란 14층 1401호",오피스텔(주거용),경매등매입형,75.8,"144,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023353705,"https://map.naver.com/p/search/인천 남동구 간석동 285-3, 285-8 우리드란 14층 1401호"
인천광역시,인천 서구,인천 서구 석남동 515-12 해경블루문 6층 601호,오피스텔(주거용),경매등매입형,58.65,"144,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022135088,https://map.naver.com/p/search/인천 서구 석남동 515-12 해경블루문 6층 601호
인천광역시,인천 중구,인천 중구 신흥동3가18-47 로렉스52 5층 501호,오피스텔(주거용),경매등매입형,81.43,"144,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023355312,https://map.naver.com/p/search/인천 중구 신흥동3가18-47 로렉스52 5층 501호
서울특별시,서울 강서구,"서울 강서구 화곡동 409-165, 409-164, 680-28, 409-261 타운캐슬 A동 4층 402호",다세대주택,경매등매입형,25.96,"145,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024125344,"https://map.naver.com/p/search/서울 강서구 화곡동 409-165, 409-164, 680-28, 409-261 타운캐슬 A동 4층 402호"
서울특별시,서울 금천구,"서울 금천구 시흥동 825-15, 825-53 다음빌라 2층 203호",다세대주택,경매등매입형,28.08,"145,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023166777,"https://map.naver.com/p/search/서울 금천구 시흥동 825-15, 825-53 다음빌라 2층 203호"
경기도,경기 부천시 오정구,경기 부천시 오정구 삼정동301-20 파라다이스 4층 402호,다세대주택,경매등매입형,48.77,"145,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023217974,https://map.naver.com/p/search/경기 부천시 오정구 삼정동301-20 파라다이스 4층 402호
서울특별시,서울 강서구,서울 강서구 화곡동 102-18 삼협필하우스 4층 402호,다세대주택,경매등매입형,28.79,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023169903,https://map.naver.com/p/search/서울 강서구 화곡동 102-18 삼협필하우스 4층 402호
서울특별시,서울 강서구,"서울 강서구 화곡동 396-10, 396-35, 396-39 동원라테라스 2층 204호",다세대주택,경매등매입형,28.53,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022141916,"https://map.naver.com/p/search/서울 강서구 화곡동 396-10, 396-35, 396-39 동원라테라스 2층 204호"
서울특별시,서울 강서구,서울 강서구 화곡동 458-25 LK드림빌 B동 5층 502호,다세대주택,경매등매입형,28.18,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209665,https://map.naver.com/p/search/서울 강서구 화곡동 458-25 LK드림빌 B동 5층 502호
서울특별시,서울 강서구,"서울 강서구 화곡동 808-4, 808-24 더뉴리빙 4층 404호",다세대주택,경매등매입형,23.61,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023418104,"https://map.naver.com/p/search/서울 강서구 화곡동 808-4, 808-24 더뉴리빙 4층 404호"
서울특별시,서울 양천구,서울 양천구 신월동 80-5 비에스하우징 102동 4층 403호,다세대주택,경매등매입형,24.65,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209733,https://map.naver.com/p/search/서울 양천구 신월동 80-5 비에스하우징 102동 4층 403호
서울특별시,서울 양천구,서울 양천구 신월동 80-5 비에스하우징 102동 5층 503호,다세대주택,경매등매입형,24.65,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209732,https://map.naver.com/p/search/서울 양천구 신월동 80-5 비에스하우징 102동 5층 503호
인천광역시,인천 미추홀구,인천 미추홀구 숭의동 158-31 아르누보 11층 1105호,연립주택,경매등매입형,57.4773,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023241854,https://map.naver.com/p/search/인천 미추홀구 숭의동 158-31 아르누보 11층 1105호
경기도,경기 부천시 소사구,경기 부천시 소사구 괴안동 118-12 리브빌 4층 402호,다세대주택,경매등매입형,37.61,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022163634,https://map.naver.com/p/search/경기 부천시 소사구 괴안동 118-12 리브빌 4층 402호
경기도,경기 부천시 원미구,"경기 부천시 원미구 역곡동 35-4, 35-2, 35-3 서암빌리지 D동 5층 502호",다세대주택,경매등매입형,36.73,"146,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022203814,"https://map.naver.com/p/search/경기 부천시 원미구 역곡동 35-4, 35-2, 35-3 서암빌리지 D동 5층 502호"
서울특별시,서울 강서구,"서울 강서구 화곡동 1041-16, 1041-17 더누림 3층 302호",다세대주택,경매등매입형,26.37,"147,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022141897,"https://map.naver.com/p/search/서울 강서구 화곡동 1041-16, 1041-17 더누림 3층 302호"
서울특별시,서울 은평구,"서울 은평구 구산동 178-32, 178-34 디에이치팰리스 5층 502호",다세대주택,경매등매입형,29.98,"147,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022285327,"https://map.naver.com/p/search/서울 은평구 구산동 178-32, 178-34 디에이치팰리스 5층 502호"
인천광역시,인천 부평구,인천 부평구 부평동 451-98 센트럴뷰2차 10층 1006호,오피스텔(주거용),경매등매입형,65.1,"147,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024075399,https://map.naver.com/p/search/인천 부평구 부평동 451-98 센트럴뷰2차 10층 1006호
서울특별시,서울 강서구,"서울 강서구 화곡동 851-13, 841-14 롯데스카이빌 4층 401호",다세대주택,경매등매입형,43.57,"148,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022340154,"https://map.naver.com/p/search/서울 강서구 화곡동 851-13, 841-14 롯데스카이빌 4층 401호"
인천광역시,인천 남동구,인천 남동구 구월동 1133-13 더클래스 5층 506호,오피스텔(주거용),경매등매입형,76.7145,"148,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022379586,https://map.naver.com/p/search/인천 남동구 구월동 1133-13 더클래스 5층 506호
인천광역시,인천 부평구,인천 부평구 부평동 609-22 서보한마음 5층 501호,오피스텔(주거용),경매등매입형,72.87,"148,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022351935,https://map.naver.com/p/search/인천 부평구 부평동 609-22 서보한마음 5층 501호
서울특별시,서울 강서구,서울 강서구 화곡동 24-19 더제이캐슬 6층 601호,다세대주택,경매등매입형,21.525,"149,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024234041,https://map.naver.com/p/search/서울 강서구 화곡동 24-19 더제이캐슬 6층 601호
서울특별시,서울 은평구,"서울 은평구 불광동 197, 197-2 수성렉스빌 B동 2층 203호",다세대주택,경매등매입형,29.88,"149,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023196403,"https://map.naver.com/p/search/서울 은평구 불광동 197, 197-2 수성렉스빌 B동 2층 203호"
인천광역시,인천 남동구,인천 남동구 간석동 39-12 메트로캐슬 11층 1103호,오피스텔(주거용),경매등매입형,74.75,"149,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023108291,https://map.naver.com/p/search/인천 남동구 간석동 39-12 메트로캐슬 11층 1103호
인천광역시,인천 부평구,인천 부평구 부평동 415-3 우주마루 5층 505호,오피스텔(주거용),경매등매입형,74.72,"149,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023326214,https://map.naver.com/p/search/인천 부평구 부평동 415-3 우주마루 5층 505호
인천광역시,인천 부평구,인천 부평구 부평동 577-2 퍼스트씨티56 6층 603호,오피스텔(주거용),경매등매입형,69.99,"149,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023241918,https://map.naver.com/p/search/인천 부평구 부평동 577-2 퍼스트씨티56 6층 603호
경기도,경기 부천시 소사구,경기 부천시 소사구 괴안동 157-4 아크로파크 3층 301호,다세대주택,경매등매입형,43.88,"149,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023135374,https://map.naver.com/p/search/경기 부천시 소사구 괴안동 157-4 아크로파크 3층 301호
서울특별시,서울 강서구,서울 강서구 화곡동 56-481 더스위트 2층 202호,다세대주택,경매등매입형,21.99,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024221472,https://map.naver.com/p/search/서울 강서구 화곡동 56-481 더스위트 2층 202호
서울특별시,서울 구로구,"서울 구로구 개봉동 108-19, 108-20 혜성팰리스 3층 301호",다세대주택,경매등매입형,25.57,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023056493,"https://map.naver.com/p/search/서울 구로구 개봉동 108-19, 108-20 혜성팰리스 3층 301호"
서울특별시,서울 도봉구,"서울 도봉구 창동 632-20, 632-21 창동3차가현월디움 102동 2층 201호",다세대주택,경매등매입형,29.96,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023243859,"https://map.naver.com/p/search/서울 도봉구 창동 632-20, 632-21 창동3차가현월디움 102동 2층 201호"
서울특별시,서울 양천구,서울 양천구 신월동 239-3 한백아트 4층 401호,다세대주택,경매등매입형,37.68,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023264711,https://map.naver.com/p/search/서울 양천구 신월동 239-3 한백아트 4층 401호
인천광역시,인천 남동구,인천 남동구 만수동 844-40 리벤시아 4층 403호,오피스텔(주거용),경매등매입형,68.89,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023277981,https://map.naver.com/p/search/인천 남동구 만수동 844-40 리벤시아 4층 403호
인천광역시,인천 미추홀구,"인천 미추홀구 숭의동 331-14, 331-3, 331-15 대준블루온 13층 1304호",연립주택,경매등매입형,59.4,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023253532,"https://map.naver.com/p/search/인천 미추홀구 숭의동 331-14, 331-3, 331-15 대준블루온 13층 1304호"
인천광역시,인천 미추홀구,인천 미추홀구 주안동 171-10 비와이펠리스 3층 305호,오피스텔(주거용),경매등매입형,70.9079,"150,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023135603,https://map.naver.com/p/search/인천 미추홀구 주안동 171-10 비와이펠리스 3층 305호
서울특별시,서울 관악구,서울 관악구 신림동 610-243 우림아트빌 A동 5층 501호,다세대주택,경매등매입형,25.4,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023079900,https://map.naver.com/p/search/서울 관악구 신림동 610-243 우림아트빌 A동 5층 501호
서울특별시,서울 금천구,"서울 금천구 독산동 181-105, 181-106 프라우드20 2층 201호",다세대주택,경매등매입형,24.825,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024202834,"https://map.naver.com/p/search/서울 금천구 독산동 181-105, 181-106 프라우드20 2층 201호"
인천광역시,인천 계양구,인천 계양구 작전동 857-15 아르떼 3층 303호,다세대주택,경매등매입형,49.28,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023179197,https://map.naver.com/p/search/인천 계양구 작전동 857-15 아르떼 3층 303호
인천광역시,인천 계양구,인천 계양구 효성동 218-24 씨엘블루 A동 5층 502호,오피스텔(주거용),경매등매입형,62.86,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023219101,https://map.naver.com/p/search/인천 계양구 효성동 218-24 씨엘블루 A동 5층 502호
인천광역시,인천 남동구,"인천 남동구 간석동 285-3, 285-8 우리드란 13층 1303호",오피스텔(주거용),경매등매입형,76.27,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023119858,"https://map.naver.com/p/search/인천 남동구 간석동 285-3, 285-8 우리드란 13층 1303호"
인천광역시,인천 남동구,"인천 남동구 구월동 1142-27, 1142-28 탑클래스 4층 403호",오피스텔(주거용),경매등매입형,59.843,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023167256,"https://map.naver.com/p/search/인천 남동구 구월동 1142-27, 1142-28 탑클래스 4층 403호"
인천광역시,인천 남동구,인천 남동구 만수동 109-103 행복탑스빌 11층 1102호,오피스텔(주거용),경매등매입형,79.674,"151,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023128468,https://map.naver.com/p/search/인천 남동구 만수동 109-103 행복탑스빌 11층 1102호
