시도,시군구,주소,주택유형,매입유형,전용면적(m2),임대보증금액,안심전세포털,네이버지도
서울특별시,서울 강서구,서울 강서구 화곡동 794-5 블루힐 4층 401호,다세대주택,경매등매입형,29.77,"163,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022360217,https://map.naver.com/p/search/서울 강서구 화곡동 794-5 블루힐 4층 401호
서울특별시,서울 금천구,"서울 금천구 시흥동 1-20, 1-90 한백아트7차 4층 401호",다세대주택,경매등매입형,29.95,"163,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023235059,"https://map.naver.com/p/search/서울 금천구 시흥동 1-20, 1-90 한백아트7차 4층 401호"
서울특별시,서울 금천구,"서울 금천구 시흥동 1-20, 1-90 한백아트7차 5층 501호",다세대주택,경매등매입형,29.95,"163,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023034393,"https://map.naver.com/p/search/서울 금천구 시흥동 1-20, 1-90 한백아트7차 5층 501호"
인천광역시,인천 미추홀구,인천 미추홀구 도화동 377-2 홈유레카 12층 1202호,오피스텔(주거용),경매등매입형,83.58,"163,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023372341,https://map.naver.com/p/search/인천 미추홀구 도화동 377-2 홈유레카 12층 1202호
서울특별시,서울 강서구,"서울 강서구 화곡동 24-76, 24-564 더플러스 2층 201호",다세대주택,경매등매입형,26.62,"164,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022141320,"https://map.naver.com/p/search/서울 강서구 화곡동 24-76, 24-564 더플러스 2층 201호"
서울특별시,서울 관악구,서울 관악구 신림동 652-10 라임카운티 1층 201호,다세대주택,경매등매입형,29.8,"164,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022135141,https://map.naver.com/p/search/서울 관악구 신림동 652-10 라임카운티 1층 201호
서울특별시,서울 구로구,"서울 구로구 개봉동 33-114, 33-175 위드캐슬 4층 401호",다세대주택,경매등매입형,29.93,"164,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024173104,"https://map.naver.com/p/search/서울 구로구 개봉동 33-114, 33-175 위드캐슬 4층 401호"
서울특별시,서울 성북구,서울 성북구 석관동 411 혜성스테이3차 102동 2층 202호,다세대주택,경매등매입형,25.4,"164,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023192339,https://map.naver.com/p/search/서울 성북구 석관동 411 혜성스테이3차 102동 2층 202호
인천광역시,인천 미추홀구,"인천 미추홀구 주안동 54-9, 54-13 더벤 6층 602호",오피스텔(주거용),경매등매입형,83.058,"164,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023183819,"https://map.naver.com/p/search/인천 미추홀구 주안동 54-9, 54-13 더벤 6층 602호"
인천광역시,인천 부평구,인천 부평구 부평동 495-3 헤르메스 1동 4층 406호 (외벽표시:A동),오피스텔(주거용),경매등매입형,63.26,"164,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022272860,https://map.naver.com/p/search/인천 부평구 부평동 495-3 헤르메스 1동 4층 406호 (외벽표시:A동)
서울특별시,서울 강서구,"서울 강서구 화곡동 504-132, 504-157 금호에스티지 1층 103호",다세대주택,경매등매입형,29.75,"165,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022262026,"https://map.naver.com/p/search/서울 강서구 화곡동 504-132, 504-157 금호에스티지 1층 103호"
서울특별시,서울 금천구,서울 금천구 독산동 163-10 도담파크빌 4층 401호,다세대주택,경매등매입형,26.97,"165,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022207809,https://map.naver.com/p/search/서울 금천구 독산동 163-10 도담파크빌 4층 401호
서울특별시,서울 성북구,서울 성북구 돈암동 538-130 2층 202호,다세대주택,협의매입형,40.23,"165,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023202561,https://map.naver.com/p/search/서울 성북구 돈암동 538-130 2층 202호
인천광역시,인천 미추홀구,"인천 미추홀구 숭의동 147-51, 147-52 한림가우디 7층 703호",오피스텔(주거용),경매등매입형,84.6896,"165,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023227036,"https://map.naver.com/p/search/인천 미추홀구 숭의동 147-51, 147-52 한림가우디 7층 703호"
경기도,경기 부천시 소사구,경기 부천시 소사구 괴안동119-12 디와이팰리스 가동 2층 204호,다세대주택,경매등매입형,43.55,"165,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024153695,https://map.naver.com/p/search/경기 부천시 소사구 괴안동119-12 디와이팰리스 가동 2층 204호
서울특별시,서울 강서구,"서울 강서구 화곡동 367-73, 367-74, 367-183, 367-188 세담파크뷰 1동 3층 302호",다세대주택,경매등매입형,28.83,"166,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024188305,"https://map.naver.com/p/search/서울 강서구 화곡동 367-73, 367-74, 367-183, 367-188 세담파크뷰 1동 3층 302호"
서울특별시,서울 구로구,서울 구로구 궁동 197-3 상떼그린빌 101동 1층 101호,다세대주택,경매등매입형,28.46,"166,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022070262,https://map.naver.com/p/search/서울 구로구 궁동 197-3 상떼그린빌 101동 1층 101호
서울특별시,서울 양천구,서울 양천구 목동 741-8 삼협필하우스 3층 301호,다세대주택,경매등매입형,33.01,"166,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023184075,https://map.naver.com/p/search/서울 양천구 목동 741-8 삼협필하우스 3층 301호
서울특별시,서울 양천구,"서울 양천구 신월동 86-4, 86-5 에스케이이팰리스 3층 302호",연립주택,경매등매입형,27.91,"166,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023230208,"https://map.naver.com/p/search/서울 양천구 신월동 86-4, 86-5 에스케이이팰리스 3층 302호"
서울특별시,서울 강서구,서울 강서구 공항동 678-10 마곡대림밸리 6층 601호,다세대주택,경매등매입형,26.2,"167,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022318592,https://map.naver.com/p/search/서울 강서구 공항동 678-10 마곡대림밸리 6층 601호
서울특별시,서울 구로구,"서울 구로구 오류동 81-171, 81-116, 81-124, 81-125, 81-161, 81-226 해츠빌 203동 4층 403호",다세대주택,경매등매입형,34.62,"167,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023216365,"https://map.naver.com/p/search/서울 구로구 오류동 81-171, 81-116, 81-124, 81-125, 81-161, 81-226 해츠빌 203동 4층 403호"
서울특별시,서울 양천구,서울 양천구 신월동 80-5 비에스하우징 102동 4층 401호,다세대주택,경매등매입형,27.96,"167,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209735,https://map.naver.com/p/search/서울 양천구 신월동 80-5 비에스하우징 102동 4층 401호
인천광역시,인천 계양구,인천 계양구 작전동 476-3 비케이디센트 A동 2층 201호,오피스텔(주거용),경매등매입형,66.11,"167,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022132031,https://map.naver.com/p/search/인천 계양구 작전동 476-3 비케이디센트 A동 2층 201호
서울특별시,서울 강서구,서울 강서구 공항동 678-10 마곡대림밸리 4층 402호,다세대주택,경매등매입형,26.41,"168,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022249785,https://map.naver.com/p/search/서울 강서구 공항동 678-10 마곡대림밸리 4층 402호
서울특별시,서울 양천구,"서울 양천구 신월동 91-6, 91-7 에스케이이캐슬 2층 203호",다세대주택,경매등매입형,26.45,"168,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023217672,"https://map.naver.com/p/search/서울 양천구 신월동 91-6, 91-7 에스케이이캐슬 2층 203호"
인천광역시,인천 남동구,"인천 남동구 간석동 175-1 ,176-2대준블루온 4층 403호",연립주택,경매등매입형,67.4514,"168,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022240874,"https://map.naver.com/p/search/인천 남동구 간석동 175-1 ,176-2대준블루온 4층 403호"
서울특별시,서울 강서구,서울 강서구 등촌동 636-35 석경트라움 102동 4층 402호,다세대주택,경매등매입형,26.02,"169,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023245872,https://map.naver.com/p/search/서울 강서구 등촌동 636-35 석경트라움 102동 4층 402호
서울특별시,서울 강서구,"서울 강서구 화곡동 367-73, 367-74, 367-183, 367-188 세담파크뷰 1동 7층 702호",다세대주택,경매등매입형,28.78,"169,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023465484,"https://map.naver.com/p/search/서울 강서구 화곡동 367-73, 367-74, 367-183, 367-188 세담파크뷰 1동 7층 702호"
서울특별시,서울 강서구,"서울 강서구 화곡동 29-25, 29-28 제이스빌 4층 404호",다세대주택,경매등매입형,23.93,"169,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022250174,"https://map.naver.com/p/search/서울 강서구 화곡동 29-25, 29-28 제이스빌 4층 404호"
서울특별시,서울 강서구,"서울 강서구 화곡동 504-132, 504-157 금호에스티지 2층 203호",다세대주택,경매등매입형,29.75,"169,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022125325,"https://map.naver.com/p/search/서울 강서구 화곡동 504-132, 504-157 금호에스티지 2층 203호"
서울특별시,서울 강서구,서울 강서구 화곡동 59-17 마리골드빌 4층 402호,다세대주택,경매등매입형,27.57,"169,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023105977,https://map.naver.com/p/search/서울 강서구 화곡동 59-17 마리골드빌 4층 402호
경기도,경기 부천시 소사구,경기 부천시 소사구 괴안동 5-4 이스트힐 4층 403호,다세대주택,경매등매입형,47.77,"169,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023451612,https://map.naver.com/p/search/경기 부천시 소사구 괴안동 5-4 이스트힐 4층 403호
서울특별시,서울 성북구,서울 성북구 석관동 411 혜성스테이3차 101동 2층 203호,다세대주택,경매등매입형,26.17,"170,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023174222,https://map.naver.com/p/search/서울 성북구 석관동 411 혜성스테이3차 101동 2층 203호
서울특별시,서울 양천구,"서울 양천구 신월동 157-1, 157-2 피크빌양천 6층 603호",다세대주택,경매등매입형,27.03,"170,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024114833,"https://map.naver.com/p/search/서울 양천구 신월동 157-1, 157-2 피크빌양천 6층 603호"
서울특별시,서울 양천구,서울 양천구 신월동 1066 그랜드팰리스 107동 3층 302호,다세대주택,경매등매입형,47.52,"170,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023249350,https://map.naver.com/p/search/서울 양천구 신월동 1066 그랜드팰리스 107동 3층 302호
서울특별시,서울 강서구,"서울 강서구 화곡동 806-5 ,806-6보노하우스 6층 603호",다세대주택,경매등매입형,25.44,"171,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209544,"https://map.naver.com/p/search/서울 강서구 화곡동 806-5 ,806-6보노하우스 6층 603호"
서울특별시,서울 성북구,서울 성북구 석관동 411 혜성스테이3차 102동 3층 304호,다세대주택,경매등매입형,26.14,"171,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023485804,https://map.naver.com/p/search/서울 성북구 석관동 411 혜성스테이3차 102동 3층 304호
서울특별시,서울 양천구,"서울 양천구 신월동 131-2, 131-3 그라비스 102동 7층 703호",오피스텔(주거용),경매등매입형,29.65,"171,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023249235,"https://map.naver.com/p/search/서울 양천구 신월동 131-2, 131-3 그라비스 102동 7층 703호"
서울특별시,서울 양천구,"서울 양천구 신월동 131-2, 131-3 그라비스 102동 7층 704호",오피스텔(주거용),경매등매입형,29.65,"171,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022173465,"https://map.naver.com/p/search/서울 양천구 신월동 131-2, 131-3 그라비스 102동 7층 704호"
서울특별시,서울 양천구,"서울 양천구 신월동 91-6, 91-7 에스케이이캐슬 3층 303호",다세대주택,경매등매입형,26.45,"171,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023053862,"https://map.naver.com/p/search/서울 양천구 신월동 91-6, 91-7 에스케이이캐슬 3층 303호"
경기도,경기 부천시 원미구,경기 부천시 원미구 심곡동 321-4 스타파크힐 4층 401호,다세대주택,경매등매입형,50.75,"171,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023314163,https://map.naver.com/p/search/경기 부천시 원미구 심곡동 321-4 스타파크힐 4층 401호
서울특별시,서울 강서구,서울 강서구 화곡동 56-609 정은파크빌 102동 5층 502호,다세대주택,경매등매입형,41.92,"171,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022309279,https://map.naver.com/p/search/서울 강서구 화곡동 56-609 정은파크빌 102동 5층 502호
서울특별시,서울 강서구,"서울 강서구 화곡동 925-15, 925-16, 925-28, 925-29 리치 105동 13층 1301호",오피스텔(주거용),경매등매입형,23.65,"171,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024123694,"https://map.naver.com/p/search/서울 강서구 화곡동 925-15, 925-16, 925-28, 925-29 리치 105동 13층 1301호"
경기도,경기 부천시 오정구,경기 부천시 오정구 작동 126-3 비오스타운 B동 2층 204호,다세대주택,경매등매입형,47.16,"171,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022029015,https://map.naver.com/p/search/경기 부천시 오정구 작동 126-3 비오스타운 B동 2층 204호
경기도,경기 부천시 원미구,"경기 부천시 원미구 원미동 70-6, 70-7, 70-8 금강빌리지 4층 403호",다세대주택,경매등매입형,50.65,"171,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022346373,"https://map.naver.com/p/search/경기 부천시 원미구 원미동 70-6, 70-7, 70-8 금강빌리지 4층 403호"
인천광역시,인천 부평구,"인천 부평구 부평동 433-180, 433-181 엘비스32 12층 1202호",오피스텔(주거용),경매등매입형,71.03,"172,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022327839,"https://map.naver.com/p/search/인천 부평구 부평동 433-180, 433-181 엘비스32 12층 1202호"
서울특별시,서울 강서구,서울 강서구 화곡동 102-288 아크로뷰 6층 601호,다세대주택,경매등매입형,29.1,"173,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024133615,https://map.naver.com/p/search/서울 강서구 화곡동 102-288 아크로뷰 6층 601호
서울특별시,서울 강서구,서울 강서구 화곡동 805-19 5층 502호,다세대주택,경매등매입형,27.86,"173,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023052593,https://map.naver.com/p/search/서울 강서구 화곡동 805-19 5층 502호
서울특별시,서울 금천구,"서울 금천구 시흥동 828-4, 828-5, 828-8 2층 202호",다세대주택,경매등매입형,29.729,"173,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022135063,"https://map.naver.com/p/search/서울 금천구 시흥동 828-4, 828-5, 828-8 2층 202호"
서울특별시,서울 양천구,서울 양천구 신월동 512-19 휴사이드빌 4층 403호,다세대주택,경매등매입형,29.7,"173,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022390718,https://map.naver.com/p/search/서울 양천구 신월동 512-19 휴사이드빌 4층 403호
경기도,경기 부천시 원미구,경기 부천시 원미구 원미동 4-12 태강씨티 8층 804호,오피스텔(주거용),경매등매입형,48.19,"173,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023233468,https://map.naver.com/p/search/경기 부천시 원미구 원미동 4-12 태강씨티 8층 804호
서울특별시,서울 강서구,서울 강서구 화곡동 347-12 경민아트빌 3층 302호,다세대주택,경매등매입형,24.95,"174,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023422736,https://map.naver.com/p/search/서울 강서구 화곡동 347-12 경민아트빌 3층 302호
서울특별시,서울 구로구,"서울 구로구 개봉동 320-12, 320-30 골든캐슬3차 2층 204호",다세대주택,경매등매입형,28.64,"174,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022139780,"https://map.naver.com/p/search/서울 구로구 개봉동 320-12, 320-30 골든캐슬3차 2층 204호"
서울특별시,서울 양천구,서울 양천구 신월동 62-27 아크로뷰 4층 404호,다세대주택,경매등매입형,27.71,"174,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023289879,https://map.naver.com/p/search/서울 양천구 신월동 62-27 아크로뷰 4층 404호
경기도,경기 부천시 소사구,경기 부천시 소사구 소사본동 174-1 폭스밸리빌 2층 201호,다세대주택,경매등매입형,69.03,"174,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022359359,https://map.naver.com/p/search/경기 부천시 소사구 소사본동 174-1 폭스밸리빌 2층 201호
서울특별시,서울 강서구,"서울 강서구 화곡동 808-4, 808-24 더뉴리빙 2층 201호",다세대주택,경매등매입형,28.68,"175,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023417925,"https://map.naver.com/p/search/서울 강서구 화곡동 808-4, 808-24 더뉴리빙 2층 201호"
경기도,경기 부천시 원미구,경기 부천시 원미구 춘의동125-32 신원썬앤빌 3층 303호,다세대주택,경매등매입형,49.78,"175,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023237637,https://map.naver.com/p/search/경기 부천시 원미구 춘의동125-32 신원썬앤빌 3층 303호
서울특별시,서울 강서구,서울 강서구 화곡동 24-19 더제이캐슬 4층 402호,다세대주택,경매등매입형,26.807,"176,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024018094,https://map.naver.com/p/search/서울 강서구 화곡동 24-19 더제이캐슬 4층 402호
서울특별시,서울 강서구,"서울 강서구 화곡동 102-23, 102-247 프라임하우스 5층 502호",다세대주택,경매등매입형,27.93,"176,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022135021,"https://map.naver.com/p/search/서울 강서구 화곡동 102-23, 102-247 프라임하우스 5층 502호"
서울특별시,서울 강서구,"서울 강서구 화곡동 366-32, 366-33, 366-83, 366-91 이도트라움2 102동 4층 403호",다세대주택,경매등매입형,29.78,"176,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023257366,"https://map.naver.com/p/search/서울 강서구 화곡동 366-32, 366-33, 366-83, 366-91 이도트라움2 102동 4층 403호"
서울특별시,서울 양천구,"서울 양천구 신월동 87-5, 87-23 양지빌 6층 602호",다세대주택,경매등매입형,40.25,"176,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023249263,"https://map.naver.com/p/search/서울 양천구 신월동 87-5, 87-23 양지빌 6층 602호"
서울특별시,서울 은평구,서울 은평구 역촌동 1-28 역촌팰리스 3층 302호,다세대주택,경매등매입형,29.16,"176,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024173587,https://map.naver.com/p/search/서울 은평구 역촌동 1-28 역촌팰리스 3층 302호
인천광역시,인천 부평구,인천 부평구 부평동 158-1 하이원 7층 708호,오피스텔(주거용),경매등매입형,66.43,"176,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022336610,https://map.naver.com/p/search/인천 부평구 부평동 158-1 하이원 7층 708호
서울특별시,서울 양천구,"서울 양천구 신월동 91-6, 91-7 에스케이이캐슬 3층 302호",다세대주택,경매등매입형,27.43,"177,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024123942,"https://map.naver.com/p/search/서울 양천구 신월동 91-6, 91-7 에스케이이캐슬 3층 302호"
인천광역시,인천 서구,"인천 서구 가좌동 83-1, 83-6 플로리체 5층 505호",연립주택,경매등매입형,82.71,"177,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022079215,"https://map.naver.com/p/search/인천 서구 가좌동 83-1, 83-6 플로리체 5층 505호"
경기도,경기 부천시 소사구,경기 부천시 소사구 소사본동 178-19 더존라이프 2층 201호,다세대주택,경매등매입형,49.24,"177,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023210261,https://map.naver.com/p/search/경기 부천시 소사구 소사본동 178-19 더존라이프 2층 201호
서울특별시,서울 강서구,서울 강서구 화곡동 981-3 엠제이타운 8층 802호,오피스텔(주거용),경매등매입형,26.6,"178,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024221484,https://map.naver.com/p/search/서울 강서구 화곡동 981-3 엠제이타운 8층 802호
서울특별시,서울 양천구,서울 양천구 신정동 924-3 베라힐6차 3층 303호,다세대주택,경매등매입형,27.7,"178,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022173449,https://map.naver.com/p/search/서울 양천구 신정동 924-3 베라힐6차 3층 303호
인천광역시,인천 계양구,"인천 계양구 작전동 679-10, 679-11, 679-13 어반스카이 2동 11층 1104호",오피스텔(주거용),경매등매입형,68.85,"178,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023165449,"https://map.naver.com/p/search/인천 계양구 작전동 679-10, 679-11, 679-13 어반스카이 2동 11층 1104호"
서울특별시,서울 강서구,서울 강서구 화곡동 102-288 아크로뷰 6층 602호,다세대주택,경매등매입형,29.97,"179,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024133622,https://map.naver.com/p/search/서울 강서구 화곡동 102-288 아크로뷰 6층 602호
서울특별시,서울 강서구,"서울 강서구 화곡동 162-7, 162-18 하나아이파크빌 3층 301호",다세대주택,경매등매입형,29.51,"179,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022320571,"https://map.naver.com/p/search/서울 강서구 화곡동 162-7, 162-18 하나아이파크빌 3층 301호"
서울특별시,서울 성북구,서울 성북구 석관동 411 혜성스테이3차 102동 2층 201호,다세대주택,경매등매입형,27.61,"179,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022377894,https://map.naver.com/p/search/서울 성북구 석관동 411 혜성스테이3차 102동 2층 201호
서울특별시,서울 양천구,"서울 양천구 신월동 91-2, 91-3 고센아트빌 2층 201호",다세대주택,경매등매입형,39.59,"179,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023318948,"https://map.naver.com/p/search/서울 양천구 신월동 91-2, 91-3 고센아트빌 2층 201호"
서울특별시,서울 양천구,서울 양천구 신월동 135-29 토브하우스 3층 301호,다세대주택,경매등매입형,28.94,"179,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023137349,https://map.naver.com/p/search/서울 양천구 신월동 135-29 토브하우스 3층 301호
서울특별시,서울 양천구,서울 양천구 신월동 513-9 하은빌리지 3층 304호,다세대주택,경매등매입형,36.39,"179,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209719,https://map.naver.com/p/search/서울 양천구 신월동 513-9 하은빌리지 3층 304호
서울특별시,서울 강서구,"서울 강서구 화곡동 162-7, 162-18 하나아이파크빌 3층 302호",다세대주택,경매등매입형,29.73,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022246457,"https://map.naver.com/p/search/서울 강서구 화곡동 162-7, 162-18 하나아이파크빌 3층 302호"
서울특별시,서울 강서구,서울 강서구 화곡동 369-19 에코하우스 4층 401호,다세대주택,경매등매입형,21.22,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024007317,https://map.naver.com/p/search/서울 강서구 화곡동 369-19 에코하우스 4층 401호
서울특별시,서울 강서구,서울 강서구 화곡동 504-54 로빈하우스 6층 603호,다세대주택,경매등매입형,27.41,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2021352292,https://map.naver.com/p/search/서울 강서구 화곡동 504-54 로빈하우스 6층 603호
서울특별시,서울 양천구,"서울 양천구 신월동 241-20, 241-21 주연하우스 4층 402호",다세대주택,경매등매입형,28.51,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024123945,"https://map.naver.com/p/search/서울 양천구 신월동 241-20, 241-21 주연하우스 4층 402호"
서울특별시,서울 양천구,"서울 양천구 신월동 88-13, 88-14 수피아빌 2층 203호",다세대주택,경매등매입형,41.9,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022382035,"https://map.naver.com/p/search/서울 양천구 신월동 88-13, 88-14 수피아빌 2층 203호"
서울특별시,서울 중구,서울 중구 오장동 145-1 오렌지카운티을지로 7층 709호,오피스텔(주거용),경매등매입형,21.12,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023194557,https://map.naver.com/p/search/서울 중구 오장동 145-1 오렌지카운티을지로 7층 709호
인천광역시,인천 계양구,인천 계양구 병방동 106-1 B.B캐슬 2층 204호,연립주택,경매등매입형,58.54,"180,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023070625,https://map.naver.com/p/search/인천 계양구 병방동 106-1 B.B캐슬 2층 204호
서울특별시,서울 강서구,"서울 강서구 등촌동 568-28, 568-29 더스타일 202호",다세대주택,경매등매입형,33.99,"180,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023267124,"https://map.naver.com/p/search/서울 강서구 등촌동 568-28, 568-29 더스타일 202호"
서울특별시,서울 도봉구,서울 도봉구 쌍문동 460-152 에스클래스 2층 202호,다세대주택,경매등매입형,44.17,"180,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023265043,https://map.naver.com/p/search/서울 도봉구 쌍문동 460-152 에스클래스 2층 202호
서울특별시,서울 양천구,"서울 양천구 신월동 108-12, 108-13 코지빌 2층 203호",다세대주택,경매등매입형,29.34,"180,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024038836,"https://map.naver.com/p/search/서울 양천구 신월동 108-12, 108-13 코지빌 2층 203호"
서울특별시,서울 은평구,"서울 은평구 응암동 99-60, 99-52 솔빛엘르빌 3층 302호",다세대주택,경매등매입형,44.72,"180,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022220490,"https://map.naver.com/p/search/서울 은평구 응암동 99-60, 99-52 솔빛엘르빌 3층 302호"
